CUI1,STR1,CUI2,STR2
c0013238,dry eye syndromes,c0007068,carboxymethylcellulose
c0013238,dry eye syndrome,c0007068,carboxymethylcellulose
c0013238,syndrome dry eye,c0007068,carboxymethylcellulose
c0013238,dry eyes syndrome,c0007068,carboxymethylcellulose
c0013238,dry eye syndrome,c0007068,carboxymethylcellulose
c0013238,syndrome dry eye,c0007068,carboxymethylcellulose
c0013264,duchennes muscular dystrophy,c0024977,mazindol
c0013264,muscular dystrophy duchenne,c0024977,mazindol
c0013264,muscular dystrophy duchenne,c0024977,mazindol
c0013264,duchenne muscular dystrophy,c0024977,mazindol
c0013264,muscular dystrophy duchenne,c0024977,mazindol
c0013264,duchenne muscular dystrophy,c0024977,mazindol
c0013274,ductus arteriosus patent,c0002335,alprostadil
c0013274,patent ductus arteriosus,c0002335,alprostadil
c0013274,arteriosus ductus patent,c0002335,alprostadil
c0013274,patent arteriosus ductus,c0002335,alprostadil
c0013295,duodenal ulcers,c0002371,aluminum hydroxide
c0013295,ulcers duodenal,c0002371,aluminum hydroxide
c0013295,duodenal ulcer,c0002371,aluminum hydroxide
c0013295,ulcer duodenal,c0002371,aluminum hydroxide
c0013295,ulcer duodenal,c0002371,aluminum hydroxide
c0013295,duodenal ulcer nos,c0002371,aluminum hydroxide
c0013295,ulcerduodenal,c0002371,aluminum hydroxide
c0013295,duodenal ulcer nos,c0002371,aluminum hydroxide
c0013298,duodenitis,c0022233,isopropamide iodide
c0013298,duodenitis nos,c0022233,isopropamide iodide
c0013298,duodenitis nos,c0022233,isopropamide iodide
c0013312,contracture dupuytrens,c0009053,"collagenase, clostridium histolyticum"
c0013312,dupuytrens contracture,c0009053,"collagenase, clostridium histolyticum"
c0013312,dupuytrens contracture,c0009053,"collagenase, clostridium histolyticum"
c0013312,dupuytren contracture,c0009053,"collagenase, clostridium histolyticum"
c0013312,contracture dupuytren,c0009053,"collagenase, clostridium histolyticum"
c0013312,contracture dupuytren,c0009053,"collagenase, clostridium histolyticum"
c0013312,contractures dupuytrens,c0009053,"collagenase, clostridium histolyticum"
c0013312,contractures dupuytrens,c0009053,"collagenase, clostridium histolyticum"
c0013312,contracture dupuytrenss,c0009053,"collagenase, clostridium histolyticum"
c0013312,contractures dupuytren,c0009053,"collagenase, clostridium histolyticum"
c0013312,contracture dupuytrens,c0009053,"collagenase, clostridium histolyticum"
c0013312,dupuytren contractures,c0009053,"collagenase, clostridium histolyticum"
c0013312,contracture dupuytren,c0009053,"collagenase, clostridium histolyticum"
c0013312,dupuytren contracture,c0009053,"collagenase, clostridium histolyticum"
c0013336,dwarfism,c0143083,somatrem
c0013336,dwarfism nos,c0143083,somatrem
c0013336,dwarfism nos,c0143083,somatrem
c0013362,dysarthrias,c0009011,clonazepam
c0013362,dysarthria,c0009011,clonazepam
c0013369,dysentery,c0008809,ciprofloxacin
c0013369,dysentery nos,c0008809,ciprofloxacin
c0013369,dysenteries,c0008809,ciprofloxacin
c0013369,dysentery nos,c0008809,ciprofloxacin
c0013370,amebic colitides,c0012341,iodoquinol
c0013370,amoebic colitides,c0012341,iodoquinol
c0013370,colitides amebic,c0012341,iodoquinol
c0013370,colitides amoebic,c0012341,iodoquinol
c0013370,colitis amoebic,c0012341,iodoquinol
c0013370,colitis amoebic,c0012341,iodoquinol
c0013370,colitisamoebic,c0012341,iodoquinol
c0013370,colitis amebic,c0012341,iodoquinol
c0013370,amoebic colitis,c0012341,iodoquinol
c0013370,colitis amebic,c0012341,iodoquinol
c0013370,amebic colitis,c0012341,iodoquinol
c0013370,colitis amebic,c0012341,iodoquinol
c0013370,amebic colitis,c0012341,iodoquinol
c0013370,colitisamebic,c0012341,iodoquinol
c0013384,dyskinetic syndrome,c0010620,cyproheptadine
c0013384,syndrome dyskinetic,c0010620,cyproheptadine
c0013386,druginduced dyskinesia,c0002403,amantadine
c0013386,druginduced dyskinesias,c0002403,amantadine
c0013386,dyskinesia drug induced,c0002403,amantadine
c0013386,dyskinesia druginduced,c0002403,amantadine
c0013386,dyskinesias druginduced,c0002403,amantadine
c0013386,drug dyskinesias induced,c0002403,amantadine
c0013390,dysmenorrheas,c0009014,clonidine
c0013390,dysmenorrhea,c0009014,clonidine
c0013390,dysmenorrhoea,c0009014,clonidine
c0013390,dysmenorrhea nos,c0009014,clonidine
c0013390,dysmenorrhoea nos,c0009014,clonidine
c0013395,dyspepsias,c0002371,aluminum hydroxide
c0013395,dyspepsia,c0002371,aluminum hydroxide
c0013395,dyspepsia nos,c0002371,aluminum hydroxide
c0013404,dyspneas,c0026549,morphine
c0013404,dyspnoea,c0026549,morphine
c0013404,dyspnea nos,c0026549,morphine
c0013404,dyspnoea nos,c0026549,morphine
c0013404,dyspnea,c0026549,morphine
c0013404,dyspnoeas,c0026549,morphine
c0013404,dyspnea nos,c0026549,morphine
c0013404,dyspnoea nos,c0026549,morphine
c0013405,dyspneas paroxysmal,c0054015,nesiritide
c0013405,paroxysmal dyspnea,c0054015,nesiritide
c0013405,paroxysmal dyspneas,c0054015,nesiritide
c0013405,dyspnea paroxysmal,c0054015,nesiritide
c0013405,paroxysmal dyspnoea,c0054015,nesiritide
c0013415,dysthymic disorders,c0024778,maprotiline
c0013415,dysthymic disorder,c0024778,maprotiline
c0013415,disorder dysthymic,c0024778,maprotiline
c0013415,disorder dysthymic,c0024778,maprotiline
c0013415,dysthymic disorder,c0024778,maprotiline
c0013421,dystonias,c0002403,amantadine
c0013421,dystonia,c0002403,amantadine
c0013428,dysuria,c0016225,flavoxate
c0013428,dysuria nos,c0016225,flavoxate
c0013428,dysuria nos,c0016225,flavoxate
c0013447,disease ear,c0038670,sulfacetamide
c0013447,diseases of the ear,c0038670,sulfacetamide
c0013447,disease ear,c0038670,sulfacetamide
c0013447,disease ears,c0038670,sulfacetamide
c0013447,ear diseases,c0038670,sulfacetamide
c0013447,diseaseear,c0038670,sulfacetamide
c0013447,diseases ears,c0038670,sulfacetamide
c0013447,diseases ear,c0038670,sulfacetamide
c0013447,eardiseases,c0038670,sulfacetamide
c0013447,ear disease,c0038670,sulfacetamide
c0013456,earaches,c0005059,benzocaine
c0013456,earache,c0005059,benzocaine
c0013456,earache nos,c0005059,benzocaine
c0013456,earache nos,c0005059,benzocaine
c0013502,echinococcoses,c0001911,albendazole
c0013502,echinococcosis,c0001911,albendazole
c0013502,echinococcosis nos,c0001911,albendazole
c0013537,eclampsia,c0017887,nitroglycerin
c0013537,eclampsias,c0017887,nitroglycerin
c0013537,eclampsia nos,c0017887,nitroglycerin
c0013595,eczemas,c0016294,flumethasone
c0013595,eczema,c0016294,flumethasone
c0013595,eczema nos,c0016294,flumethasone
c0013595,eczema nos,c0016294,flumethasone
c0013604,edemas,c0002502,amiloride
c0013604,edema,c0002502,amiloride
c0013604,edema nos,c0002502,amiloride
c0013604,oedema,c0002502,amiloride
c0013604,oedema nos,c0002502,amiloride
c0013604,edema nos,c0002502,amiloride
c0013604,oedema nos,c0002502,amiloride
c0013604,edema nos,c0002502,amiloride
c0013604,oedemas,c0002502,amiloride
c0013608,cardiac edemas,c0301383,mannitol hexanitrate
c0013608,edema cardiac,c0301383,mannitol hexanitrate
c0013608,edemas cardiac,c0301383,mannitol hexanitrate
c0013608,cardiac edema,c0301383,mannitol hexanitrate
c0013608,edema cardiac,c0301383,mannitol hexanitrate
c0013608,cardiac oedema,c0301383,mannitol hexanitrate
c0013608,cardiac edema,c0301383,mannitol hexanitrate
c0013608,edema cardiac,c0301383,mannitol hexanitrate
c0013882,elephantiases,c0022322,ivermectin
c0013882,elephantiasis,c0022322,ivermectin
c0013882,elephantiasis nos,c0022322,ivermectin
c0013884,elephantiases filarial,c0012191,diethylcarbamazine
c0013884,elephantiasis filarial,c0012191,diethylcarbamazine
c0013884,filarial elephantiasis,c0012191,diethylcarbamazine
c0013884,filarial elephantiases,c0012191,diethylcarbamazine
c0013884,elephantiasis filarial,c0012191,diethylcarbamazine
c0013884,filarial elephantiasis,c0012191,diethylcarbamazine
c0013911,emaciations,c0029995,oxandrolone
c0013911,emaciation,c0029995,oxandrolone
c0013911,emaciation nos,c0029995,oxandrolone
c0013922,embolism,c0051919,anisindione
c0013922,embolism nos,c0051919,anisindione
c0013922,embolism nos,c0051919,anisindione
c0013922,embolisms,c0051919,anisindione
c0013926,air embolisms,c0030054,oxygen
c0013926,embolism air,c0030054,oxygen
c0013926,embolisms air,c0030054,oxygen
c0013926,air embolism,c0030054,oxygen
c0013926,embolism air,c0030054,oxygen
c0013926,embolism air,c0030054,oxygen
c0013990,pathological accumulation of air in tissues,c0052944,bambuterol
c0014009,empyema,c0004599,bacitracin
c0014009,empyema nos,c0004599,bacitracin
c0014009,empyema nos,c0004599,bacitracin
c0014118,endocarditides,c0002499,amikacin
c0014118,endocarditis,c0002499,amikacin
c0014118,endocarditis nos,c0002499,amikacin
c0014118,endocarditis nos,c0002499,amikacin
c0014121,bacterial endocarditis,c0002680,ampicillin
c0014121,endocarditis bacterial,c0002680,ampicillin
c0014121,bacterial endocarditis nos,c0002680,ampicillin
c0014121,endocarditis bacterial,c0002680,ampicillin
c0014121,endocarditisbacterial,c0002680,ampicillin
c0014121,endocarditis bacterial nos,c0002680,ampicillin
c0014121,endocarditides bacterial,c0002680,ampicillin
c0014121,bacterial endocarditides,c0002680,ampicillin
c0014121,bacterial endocarditis,c0002680,ampicillin
c0014121,endocarditis bacterial,c0002680,ampicillin
c0014122,endocarditis subacute bacterial,c0030830,"g procaine, penicillin"
c0014122,subacute bacterial endocarditis,c0030830,"g procaine, penicillin"
c0014122,endocarditis bacterial subacute,c0030830,"g procaine, penicillin"
c0014122,bacterial endocarditis subacute,c0030830,"g procaine, penicillin"
c0014122,bacterial endocarditis subacute,c0030830,"g procaine, penicillin"
c0014122,endocarditis bacterial subacute,c0030830,"g procaine, penicillin"
c0014122,bacterial endocarditis subacute,c0030830,"g procaine, penicillin"
c0014122,bacterial endocarditides subacute,c0030830,"g procaine, penicillin"
c0014122,endocarditides subacute bacterial,c0030830,"g procaine, penicillin"
c0014122,subacute bacterial endocarditides,c0030830,"g procaine, penicillin"
c0014122,subacute endocarditis bacterial,c0030830,"g procaine, penicillin"
c0014170,endometrial neoplasms,c0010583,cyclophosphamide
c0014170,neoplasm endometrial,c0010583,cyclophosphamide
c0014170,endometrial neoplasm,c0010583,cyclophosphamide
c0014170,endometrial neoplasm nos,c0010583,cyclophosphamide
c0014170,neoplasms endometrial,c0010583,cyclophosphamide
c0014173,endometrial hyperplasia,c0025147,medroxyprogesterone
c0014173,endometrial hyperplasias,c0025147,medroxyprogesterone
c0014173,hyperplasias endometrial,c0025147,medroxyprogesterone
c0014173,hyperplasia endometrial,c0025147,medroxyprogesterone
c0014173,hyperplasia endometrial,c0025147,medroxyprogesterone
c0014173,endometrial hyperplasia nos,c0025147,medroxyprogesterone
c0014173,hyperplasia endometrial,c0025147,medroxyprogesterone
c0014173,endometrial hyperplasia nos,c0025147,medroxyprogesterone
c0014175,endometrioses,c0010961,danazol
c0014175,endometriosis,c0010961,danazol
c0014175,endometriosis nos,c0010961,danazol
c0014175,endometriosis nos,c0010961,danazol
c0014179,endometritis,c0004521,aztreonam
c0014179,endometritis nos,c0004521,aztreonam
c0014179,endometritis nos,c0004521,aztreonam
c0014335,enteritides,c0007561,ceftriaxone
c0014335,enteritis,c0007561,ceftriaxone
c0014335,enteritis nos,c0007561,ceftriaxone
c0014335,enteritis nos,c0007561,ceftriaxone
c0014347,enterobacteriaceae infection,c0020933,imipenem
c0014347,enterobacteriaceae infections,c0020933,imipenem
c0014347,infection enterobacteriaceae,c0020933,imipenem
c0014347,infections enterobacteriaceae,c0020933,imipenem
c0014358,enterocolitis pseudomembranous,c0004599,bacitracin
c0014358,pseudomembranous enterocolitis,c0004599,bacitracin
c0014358,enterocolitis pseudomembranous,c0004599,bacitracin
c0014394,enuresis,c0011701,desmopressin
c0014394,enuresis nos,c0011701,desmopressin
c0014394,enuresis nos,c0011701,desmopressin
c0014474,ependymoma nos,c0007257,carmustine
c0014474,ependymomas,c0007257,carmustine
c0014474,ependymoma,c0007257,carmustine
c0014474,ependymoma nos,c0007257,carmustine
c0014534,epididymitides,c0007561,ceftriaxone
c0014534,epididymitis,c0007561,ceftriaxone
c0014534,epididymitis nos,c0007561,ceftriaxone
c0014534,epididymitis nos,c0007561,ceftriaxone
c0014544,epilepsies,c0006724,valproate calcium
c0014544,epilepsy,c0006724,valproate calcium
c0014544,epilepsy nos,c0006724,valproate calcium
c0014544,epilepsy nos,c0006724,valproate calcium
c0014547,partial epilepsies,c0008174,clorazepate
c0014547,epilepsies partial,c0008174,clorazepate
c0014547,partial epilepsy,c0008174,clorazepate
c0014547,epilepsy partial,c0008174,clorazepate
c0014547,epilepsy partial,c0008174,clorazepate
c0014547,epilepsy partial nos,c0008174,clorazepate
c0014549,epilepsies tonicclonic,c0006949,carbamazepine
c0014549,epilepsy tonic clonic,c0006949,carbamazepine
c0014549,epilepsy tonicclonic,c0006949,carbamazepine
c0014549,tonicclonic epilepsies,c0006949,carbamazepine
c0014549,tonicclonic epilepsy,c0006949,carbamazepine
c0014549,clonic epilepsy tonic,c0006949,carbamazepine
c0014550,epilepsies myoclonic,c0006863,cannabidiol
c0014550,epilepsy myoclonic,c0006863,cannabidiol
c0014550,myoclonic epilepsies,c0006863,cannabidiol
c0014550,myoclonic epilepsy,c0006863,cannabidiol
c0014550,epilepsy myoclonic,c0006863,cannabidiol
c0014553,epilepsy absence,c0009011,clonazepam
c0014553,absence epilepsy,c0009011,clonazepam
c0014553,epilepsy absence,c0009011,clonazepam
c0014553,absences epilepsy,c0009011,clonazepam
c0014553,epilepsy absence,c0009011,clonazepam
c0014556,epilepsies temporal lobe,c0025381,mephenytoin
c0014556,epilepsy temporal lobe,c0025381,mephenytoin
c0014556,epilepsy temporal lobe,c0025381,mephenytoin
c0014556,temporal lobe epilepsies,c0025381,mephenytoin
c0014556,temporal lobe epilepsy,c0025381,mephenytoin
c0014556,epilepsytemporal lobe,c0025381,mephenytoin
c0014556,epilepsy lobe temporal,c0025381,mephenytoin
c0014556,epilepsy temporal lobe,c0025381,mephenytoin
c0014557,epilepsies posttraumatic,c0025381,mephenytoin
c0014557,epilepsy post traumatic,c0025381,mephenytoin
c0014557,epilepsy posttraumatic,c0025381,mephenytoin
c0014557,posttraumatic epilepsies,c0025381,mephenytoin
c0014557,posttraumatic epilepsy,c0025381,mephenytoin
c0014557,post traumatic epilepsy,c0025381,mephenytoin
c0014736,erysipelothrix infections,c0030827,penicillin g
c0014736,infection erysipelothrix,c0030827,penicillin g
c0014736,erysipelothrix infection,c0030827,penicillin g
c0014736,erysipelothrix infection nos,c0030827,penicillin g
c0014736,infections erysipelothrix,c0030827,penicillin g
c0014736,erysipelothrix infection,c0030827,penicillin g
c0014736,infection erysipelothrix,c0030827,penicillin g
c0014738,erysipelothrix rhusiopathiae,c0030840,penicillin v
c0014742,erythema multiforme,c0001655,corticotrophins
c0014742,erythema multiforme nos,c0001655,corticotrophins
c0014742,erythema multiforme nos,c0001655,corticotrophins
c0014742,multiforme erythema,c0001655,corticotrophins
c0014742,erythemamultiforme,c0001655,corticotrophins
c0014742,multiforme  erythema,c0001655,corticotrophins
c0014742,erythema multiforme,c0001655,corticotrophins
c0014742,multiforme erythema,c0001655,corticotrophins
c0014743,erythema nodosum,c0039736,thalidomide
c0014743,erythema nodosum nos,c0039736,thalidomide
c0014743,nodosum erythema,c0039736,thalidomide
c0014743,erythemanodosum,c0039736,thalidomide
c0014743,nodosum  erythema,c0039736,thalidomide
c0014743,erythema nodosum,c0039736,thalidomide
c0014743,nodosum erythema,c0039736,thalidomide
c0014752,erythrasma,c0014806,erythromycin
c0014836,escherichia coli infection,c0001268,spectinomycin
c0014836,escherichia coli infections,c0001268,spectinomycin
c0014836,infection escherichia coli,c0001268,spectinomycin
c0014836,infections escherichia coli,c0001268,spectinomycin
c0014849,esophageal and gastric varices,c0033497,propranolol
c0014849,esophageal gastric varices,c0033497,propranolol
c0014849,gastric esophageal varices,c0033497,propranolol
c0014852,disease esophageal,c0023660,lidocaine
c0014852,diseases esophageal,c0023660,lidocaine
c0014852,esophageal disease,c0023660,lidocaine
c0014852,esophageal diseases,c0023660,lidocaine
c0014852,diseaseoesophageal,c0023660,lidocaine
c0014852,oesophageal diseases,c0023660,lidocaine
c0014852,esophageal disease nos,c0023660,lidocaine
